# FOX calibration parameters (IMU file)
# (c) INRIA 2011-2014
# Offset for accelerometers
-0.114591;0.400853;-0.290140
# Scale for accelerometers
0.994223;-0.038559;0.003681
-0.038559;1.023213;0.015519
0.003681;0.015519;0.982536
# Offset for magnetometers
-0.897099;-0.175632;1.030036
# Scale for magnetometers
2.219612;0.000000;0.000000
0.000000;2.219930;0.000000
0.000000;0.000000;2.055421
# Offset for gyrometers
-0.009877;0.007015;-0.002695
# Scale for gyrometers
1.000000;0.000000;0.000000
0.000000;1.000000;0.000000
0.000000;0.000000;1.000000
