# FOX calibration parameters (IMU file)
# (c) INRIA 2011-2014
# Offset for accelerometers
0.007524;-1.931789;-0.301911
# Scale for accelerometers
0.985994;0.031438;0.027825
0.031438;0.795080;-0.092341
0.027825;-0.092341;0.972937
# Offset for magnetometers
0.487813;-0.104535;-0.182159
# Scale for magnetometers
1.436711;0.000000;0.000000
0.000000;1.408996;0.000000
0.000000;0.000000;1.142201
# Offset for gyrometers
-0.001928;0.007692;-0.007594
# Scale for gyrometers
1.000000;0.000000;0.000000
0.000000;1.000000;0.000000
0.000000;0.000000;1.000000
